payment_id,order_id,amount,method,status,created_at_ist
pay_00000000000001,order_0000000001,2582.23,card,captured,2025-11-15T19:16:41+05:30
pay_00000000000002,order_0000000002,813.00,card,captured,2025-11-07T21:26:01+05:30
pay_00000000000003,order_0000000003,900.58,upi,captured,2025-11-08T20:09:31+05:30
pay_00000000000004,order_0000000004,868.57,wallet,captured,2025-11-07T16:58:31+05:30
pay_00000000000005,order_0000000005,2939.58,card,failed,2025-11-24T12:37:04+05:30
pay_00000000000006,order_0000000006,1011.99,upi,captured,2025-11-06T17:50:37+05:30
pay_00000000000007,order_0000000007,396.07,wallet,captured,2025-11-27T16:50:27+05:30
pay_00000000000008,order_0000000008,106.99,card,captured,2025-11-03T06:30:44+05:30
pay_00000000000009,order_0000000009,712.00,wallet,captured,2025-11-15T16:48:52+05:30
pay_00000000000010,order_0000000010,1062.99,card,captured,2025-11-02T21:56:07+05:30
pay_00000000000011,order_0000000011,3280.00,upi,captured,2025-11-28T15:52:12+05:30
pay_00000000000012,order_0000000012,447.73,wallet,captured,2025-11-13T10:21:52+05:30
pay_00000000000013,order_0000000013,529.32,wallet,captured,2025-11-26T15:25:53+05:30
pay_00000000000014,order_0000000014,375.99,upi,captured,2025-11-27T16:53:43+05:30
pay_00000000000015,order_0000000015,2878.90,netbanking,captured,2025-11-12T11:28:50+05:30
pay_00000000000016,order_0000000016,794.19,upi,captured,2025-11-23T17:48:20+05:30
pay_00000000000017,order_0000000017,804.72,upi,captured,2025-11-28T17:49:31+05:30
pay_00000000000018,order_0000000018,2280.00,upi,captured,2025-11-15T09:48:41+05:30
pay_00000000000019,order_0000000019,3132.32,card,captured,2025-11-06T09:46:02+05:30
pay_00000000000020,order_0000000020,165.92,wallet,captured,2025-11-15T06:11:44+05:30
pay_00000000000021,order_0000000021,1075.99,upi,captured,2025-11-26T17:29:00+05:30
pay_00000000000022,order_0000000022,372.00,upi,captured,2025-11-06T14:20:15+05:30
pay_00000000000023,order_0000000023,3433.99,card,failed,2025-11-10T02:42:50+05:30
pay_00000000000024,order_0000000024,421.11,upi,captured,2025-11-08T19:54:14+05:30
pay_00000000000025,order_0000000025,366.08,upi,captured,2025-11-30T19:13:43+05:30
pay_00000000000026,order_0000000026,3526.00,card,captured,2025-11-18T23:07:32+05:30
pay_00000000000027,order_0000000027,913.81,netbanking,captured,2025-11-12T23:54:57+05:30
pay_00000000000028,order_0000000028,588.00,upi,captured,2025-11-26T15:15:27+05:30
pay_00000000000029,order_0000000029,216.00,upi,captured,2025-11-05T22:43:02+05:30
pay_00000000000030,order_0000000030,1913.39,upi,captured,2025-11-08T21:54:36+05:30
pay_00000000000031,order_0000000031,464.46,upi,failed,2025-11-17T15:09:34+05:30
pay_00000000000032,order_0000000032,3367.43,card,captured,2025-11-07T20:00:52+05:30
pay_00000000000033,order_0000000033,765.99,upi,captured,2025-11-03T03:14:56+05:30
pay_00000000000034,order_0000000034,356.00,card,captured,2025-11-18T21:48:42+05:30
pay_00000000000035,order_0000000035,816.99,upi,captured,2025-11-02T03:56:03+05:30
pay_00000000000036,order_0000000036,402.00,upi,captured,2025-11-02T15:14:51+05:30
pay_00000000000037,order_0000000037,947.99,card,captured,2025-11-02T09:59:36+05:30
pay_00000000000038,order_0000000038,114.99,netbanking,captured,2025-11-21T19:12:37+05:30
pay_00000000000039,order_0000000039,304.54,upi,captured,2025-11-02T17:13:43+05:30
pay_00000000000040,order_0000000040,591.99,card,captured,2025-11-15T20:52:01+05:30
pay_00000000000041,order_0000000041,716.82,card,captured,2025-11-16T06:17:54+05:30
pay_00000000000042,order_0000000042,1296.01,upi,captured,2025-11-09T17:23:59+05:30
pay_00000000000043,order_0000000043,2146.74,upi,captured,2025-11-10T19:34:18+05:30
pay_00000000000044,order_0000000044,276.45,upi,captured,2025-11-21T12:23:59+05:30
pay_00000000000045,order_0000000045,3136.99,card,captured,2025-11-09T07:19:52+05:30
pay_00000000000046,order_0000000046,355.00,wallet,captured,2025-11-18T21:32:28+05:30
pay_00000000000047,order_0000000047,386.00,card,captured,2025-11-24T14:41:34+05:30
pay_00000000000048,order_0000000048,595.88,upi,captured,2025-11-27T20:00:04+05:30
pay_00000000000049,order_0000000049,947.99,upi,captured,2025-11-05T07:30:18+05:30
pay_00000000000050,order_0000000050,545.00,upi,captured,2025-11-25T12:17:55+05:30
pay_00000000000051,order_0000000051,547.48,card,captured,2025-11-28T08:49:57+05:30
pay_00000000000052,order_0000000052,360.99,wallet,captured,2025-11-10T22:52:46+05:30
pay_00000000000053,order_0000000053,204.99,netbanking,captured,2025-11-15T18:13:26+05:30
pay_00000000000054,order_0000000054,904.89,netbanking,captured,2025-11-05T19:30:38+05:30
pay_00000000000055,order_0000000055,828.83,wallet,captured,2025-11-18T15:10:37+05:30
pay_00000000000056,order_0000000056,3382.17,upi,captured,2025-11-17T08:25:10+05:30
pay_00000000000057,order_0000000057,2667.63,card,captured,2025-11-20T17:19:30+05:30
pay_00000000000058,order_0000000058,1064.16,wallet,captured,2025-11-02T23:28:14+05:30
pay_00000000000059,order_0000000059,836.99,card,captured,2025-11-21T21:24:59+05:30
pay_00000000000060,order_0000000060,1115.00,netbanking,captured,2025-11-05T23:12:21+05:30
pay_00000000000061,order_0000000061,958.74,wallet,captured,2025-11-06T15:31:19+05:30
pay_00000000000062,order_0000000062,13306.99,upi,captured,2025-11-27T21:27:06+05:30
pay_00000000000063,order_0000000063,187.00,card,captured,2025-11-27T13:57:14+05:30
pay_00000000000064,order_0000000064,485.94,upi,captured,2025-11-29T12:18:52+05:30
pay_00000000000065,order_0000000065,759.60,upi,captured,2025-11-30T19:42:25+05:30
pay_00000000000066,order_0000000066,4228.00,upi,captured,2025-11-10T06:03:50+05:30
pay_00000000000067,order_0000000067,2820.00,upi,captured,2025-11-09T10:58:18+05:30
pay_00000000000068,order_0000000068,800.00,wallet,captured,2025-11-14T16:45:36+05:30
pay_00000000000069,order_0000000069,394.00,card,captured,2025-11-25T00:31:20+05:30
pay_00000000000070,order_0000000070,740.99,card,captured,2025-11-30T10:10:33+05:30
pay_00000000000071,order_0000000071,258.99,wallet,captured,2025-11-11T21:51:06+05:30
pay_00000000000072,order_0000000072,1027.12,card,captured,2025-11-12T16:40:18+05:30
pay_00000000000073,order_0000000073,188.99,card,captured,2025-11-29T20:26:32+05:30
pay_00000000000074,order_0000000074,3339.96,netbanking,captured,2025-11-07T21:23:12+05:30
pay_00000000000075,order_0000000075,480.95,card,captured,2025-11-10T16:42:36+05:30
pay_00000000000076,order_0000000076,1776.00,upi,captured,2025-11-03T16:15:20+05:30
pay_00000000000077,order_0000000077,774.44,card,captured,2025-11-27T14:53:05+05:30
pay_00000000000078,order_0000000078,455.00,card,captured,2025-11-03T09:09:25+05:30
pay_00000000000079,order_0000000079,308.52,card,captured,2025-11-11T12:55:31+05:30
pay_00000000000080,order_0000000080,932.13,card,captured,2025-11-14T17:18:56+05:30
pay_00000000000081,order_0000000081,3467.81,upi,captured,2025-11-10T22:32:51+05:30
pay_00000000000082,order_0000000082,108.00,card,captured,2025-11-17T06:32:33+05:30
pay_00000000000083,order_0000000083,11104.28,wallet,captured,2025-11-17T11:51:48+05:30
pay_00000000000084,order_0000000084,1860.40,upi,captured,2025-11-16T17:07:50+05:30
pay_00000000000085,order_0000000085,2974.62,upi,captured,2025-11-17T18:23:18+05:30
pay_00000000000086,order_0000000086,982.00,upi,captured,2025-11-13T18:56:42+05:30
pay_00000000000087,order_0000000087,906.29,card,failed,2025-11-01T22:20:07+05:30
pay_00000000000088,order_0000000088,1837.93,card,captured,2025-11-08T18:19:33+05:30
pay_00000000000089,order_0000000089,703.00,card,captured,2025-11-30T13:51:12+05:30
pay_00000000000090,order_0000000090,684.99,upi,captured,2025-11-04T14:18:37+05:30
pay_00000000000091,order_0000000091,1612.10,card,captured,2025-11-07T06:36:25+05:30
pay_00000000000092,order_0000000092,1071.00,card,captured,2025-11-18T17:17:06+05:30
pay_00000000000093,order_0000000093,957.00,upi,captured,2025-11-30T16:23:15+05:30
pay_00000000000094,order_0000000094,559.00,wallet,captured,2025-11-27T16:39:11+05:30
pay_00000000000095,order_0000000095,816.00,wallet,captured,2025-11-01T18:41:30+05:30
pay_00000000000096,order_0000000096,787.99,upi,captured,2025-11-22T14:34:41+05:30
pay_00000000000097,order_0000000097,132.89,card,captured,2025-11-13T22:51:00+05:30
pay_00000000000098,order_0000000098,1054.00,wallet,captured,2025-11-02T03:48:35+05:30
pay_00000000000099,order_0000000099,911.00,netbanking,captured,2025-11-24T09:48:19+05:30
pay_00000000000100,order_0000000100,570.34,upi,captured,2025-11-29T13:42:52+05:30
pay_00000000000101,order_0000000101,155.72,upi,captured,2025-11-18T07:40:11+05:30
pay_00000000000102,order_0000000102,484.00,card,captured,2025-11-06T04:37:04+05:30
pay_00000000000103,order_0000000103,732.00,upi,captured,2025-11-18T12:33:35+05:30
pay_00000000000104,order_0000000104,1004.12,upi,captured,2025-11-05T22:25:42+05:30
pay_00000000000105,order_0000000105,11829.42,card,captured,2025-11-18T20:02:57+05:30
pay_00000000000106,order_0000000106,856.30,upi,failed,2025-11-07T22:57:11+05:30
pay_00000000000107,order_0000000107,443.29,card,captured,2025-11-05T22:34:54+05:30
pay_00000000000108,order_0000000108,837.00,upi,captured,2025-11-14T21:10:39+05:30
pay_00000000000109,order_0000000109,924.99,card,captured,2025-11-30T20:13:45+05:30
pay_00000000000110,order_0000000110,213.99,upi,captured,2025-11-08T12:45:49+05:30
pay_00000000000111,order_0000000111,598.00,card,captured,2025-11-22T17:53:57+05:30
pay_00000000000112,order_0000000112,458.27,netbanking,captured,2025-11-12T17:38:10+05:30
pay_00000000000113,order_0000000113,269.00,upi,captured,2025-11-14T20:47:54+05:30
pay_00000000000114,order_0000000114,670.87,upi,captured,2025-11-22T16:46:53+05:30
pay_00000000000115,order_0000000115,300.32,upi,captured,2025-11-27T09:19:14+05:30
pay_00000000000116,order_0000000116,1371.06,card,captured,2025-11-25T00:22:56+05:30
pay_00000000000117,order_0000000117,627.72,card,captured,2025-11-07T14:29:46+05:30
pay_00000000000118,order_0000000118,844.23,netbanking,captured,2025-11-01T14:26:57+05:30
pay_00000000000119,order_0000000119,920.02,netbanking,captured,2025-11-15T06:18:25+05:30
pay_00000000000120,order_0000000120,4747.09,upi,captured,2025-11-05T12:02:30+05:30
pay_00000000000121,order_0000000121,1060.78,upi,captured,2025-11-07T08:55:34+05:30
pay_00000000000122,order_0000000122,269.22,wallet,captured,2025-11-06T16:57:32+05:30
pay_00000000000123,order_0000000123,1040.00,card,captured,2025-11-17T23:22:13+05:30
pay_00000000000124,order_0000000124,2111.55,wallet,captured,2025-11-06T07:01:20+05:30
pay_00000000000125,order_0000000125,930.90,wallet,failed,2025-11-27T17:18:18+05:30
pay_00000000000126,order_0000000126,494.63,netbanking,captured,2025-11-28T21:03:40+05:30
pay_00000000000127,order_0000000127,533.73,card,captured,2025-11-23T02:01:00+05:30
pay_00000000000128,order_0000000128,514.00,card,captured,2025-11-20T07:27:37+05:30
pay_00000000000129,order_0000000129,256.99,upi,captured,2025-11-13T18:18:07+05:30
pay_00000000000130,order_0000000130,117.25,upi,captured,2025-11-17T16:51:27+05:30
pay_00000000000131,order_0000000131,514.69,upi,captured,2025-11-07T01:17:25+05:30
pay_00000000000132,order_0000000132,764.84,card,captured,2025-11-09T14:23:32+05:30
pay_00000000000133,order_0000000133,2257.28,card,captured,2025-11-06T14:19:15+05:30
pay_00000000000134,order_0000000134,899.79,wallet,captured,2025-11-03T09:08:25+05:30
pay_00000000000135,order_0000000135,991.30,upi,captured,2025-11-13T12:04:40+05:30
pay_00000000000136,order_0000000136,549.29,upi,captured,2025-11-06T15:44:50+05:30
pay_00000000000137,order_0000000137,159.34,upi,captured,2025-11-16T18:36:20+05:30
pay_00000000000138,order_0000000138,216.00,upi,captured,2025-11-21T03:36:48+05:30
pay_00000000000139,order_0000000139,756.00,card,captured,2025-11-26T16:41:32+05:30
pay_00000000000140,order_0000000140,154.99,card,captured,2025-11-01T11:53:51+05:30
pay_00000000000141,order_0000000141,253.74,wallet,captured,2025-11-23T07:45:30+05:30
pay_00000000000142,order_0000000142,599.52,netbanking,failed,2025-11-01T09:28:26+05:30
pay_00000000000143,order_0000000143,308.99,upi,captured,2025-11-23T15:17:46+05:30
pay_00000000000144,order_0000000144,2616.00,card,captured,2025-11-25T14:26:38+05:30
pay_00000000000145,order_0000000145,330.00,upi,captured,2025-11-27T20:12:35+05:30
pay_00000000000146,order_0000000146,118.59,card,captured,2025-11-05T18:18:36+05:30
pay_00000000000147,order_0000000147,939.99,card,captured,2025-11-21T17:33:28+05:30
pay_00000000000148,order_0000000148,454.00,upi,captured,2025-11-20T16:06:40+05:30
pay_00000000000149,order_0000000149,1763.97,upi,captured,2025-11-17T01:41:43+05:30
pay_00000000000150,order_0000000150,903.99,card,captured,2025-11-22T01:24:46+05:30
pay_00000000000151,order_0000000151,314.00,card,captured,2025-11-24T21:11:35+05:30
pay_00000000000152,order_0000000152,3368.99,upi,captured,2025-11-26T01:44:19+05:30
pay_00000000000153,order_0000000153,672.99,upi,captured,2025-11-27T18:48:11+05:30
pay_00000000000154,order_0000000154,620.40,card,captured,2025-11-14T16:27:54+05:30
pay_00000000000155,order_0000000155,505.81,upi,captured,2025-11-11T18:14:02+05:30
pay_00000000000156,order_0000000156,3329.74,card,captured,2025-11-06T13:53:35+05:30
pay_00000000000157,order_0000000157,1053.00,upi,captured,2025-11-22T00:40:58+05:30
pay_00000000000158,order_0000000158,484.05,card,captured,2025-11-17T07:50:35+05:30
pay_00000000000159,order_0000000159,2393.14,upi,captured,2025-11-18T14:48:50+05:30
pay_00000000000160,order_0000000160,918.99,upi,captured,2025-11-23T12:27:01+05:30
pay_00000000000161,order_0000000161,787.00,upi,captured,2025-11-26T14:41:55+05:30
pay_00000000000162,order_0000000162,1078.19,upi,captured,2025-11-10T13:13:03+05:30
pay_00000000000163,order_0000000163,657.99,upi,failed,2025-11-26T20:22:23+05:30
pay_00000000000164,order_0000000164,570.00,upi,captured,2025-11-26T05:01:55+05:30
pay_00000000000165,order_0000000165,736.83,wallet,failed,2025-11-01T23:09:54+05:30
pay_00000000000166,order_0000000166,797.85,card,captured,2025-11-27T11:00:27+05:30
pay_00000000000167,order_0000000167,454.09,upi,captured,2025-11-19T18:23:31+05:30
pay_00000000000168,order_0000000168,2613.80,upi,captured,2025-11-24T16:58:03+05:30
pay_00000000000169,order_0000000169,879.99,card,captured,2025-11-18T18:52:27+05:30
pay_00000000000170,order_0000000170,1041.10,card,captured,2025-11-05T22:34:03+05:30
pay_00000000000171,order_0000000171,5520.52,card,captured,2025-11-17T06:19:54+05:30
pay_00000000000172,order_0000000172,3397.38,wallet,failed,2025-11-18T19:24:20+05:30
pay_00000000000173,order_0000000173,576.00,wallet,captured,2025-11-05T21:04:56+05:30
pay_00000000000174,order_0000000174,412.41,upi,captured,2025-11-22T18:31:01+05:30
pay_00000000000175,order_0000000175,395.13,upi,failed,2025-11-19T08:59:26+05:30
pay_00000000000176,order_0000000176,579.20,netbanking,captured,2025-11-25T22:16:36+05:30
pay_00000000000177,order_0000000177,538.85,wallet,captured,2025-11-29T21:14:10+05:30
pay_00000000000178,order_0000000178,248.69,wallet,captured,2025-11-30T00:06:08+05:30
pay_00000000000179,order_0000000179,2552.00,wallet,captured,2025-11-19T07:46:24+05:30
pay_00000000000180,order_0000000180,215.82,netbanking,captured,2025-11-15T21:07:14+05:30
pay_00000000000181,order_0000000181,914.48,card,captured,2025-11-10T16:36:13+05:30
pay_00000000000182,order_0000000182,1022.91,wallet,captured,2025-11-03T18:05:59+05:30
pay_00000000000183,order_0000000183,874.62,upi,captured,2025-11-16T18:27:06+05:30
pay_00000000000184,order_0000000184,663.90,netbanking,captured,2025-11-02T13:21:41+05:30
pay_00000000000185,order_0000000185,568.57,wallet,captured,2025-11-24T23:06:50+05:30
pay_00000000000186,order_0000000186,393.37,upi,captured,2025-11-13T14:15:06+05:30
pay_00000000000187,order_0000000187,302.94,upi,captured,2025-11-22T22:53:02+05:30
pay_00000000000188,order_0000000188,337.36,upi,captured,2025-11-14T17:06:19+05:30
pay_00000000000189,order_0000000189,614.99,wallet,captured,2025-11-21T14:34:41+05:30
pay_00000000000190,order_0000000190,508.42,card,captured,2025-11-24T13:44:07+05:30
pay_00000000000191,order_0000000191,861.99,card,captured,2025-11-23T09:14:40+05:30
pay_00000000000192,order_0000000192,414.97,upi,captured,2025-11-15T20:49:24+05:30
pay_00000000000193,order_0000000193,3036.77,wallet,captured,2025-11-29T14:50:01+05:30
pay_00000000000194,order_0000000194,542.83,upi,captured,2025-11-28T15:05:16+05:30
pay_00000000000195,order_0000000195,591.99,upi,captured,2025-11-08T11:00:36+05:30
pay_00000000000196,order_0000000196,179.00,upi,captured,2025-11-09T23:00:38+05:30
pay_00000000000197,order_0000000197,2095.57,card,captured,2025-11-08T09:09:16+05:30
