settlement_id,utr,gross,fees,gst,tds,net,settled_at,instant
setl_mrch_T1RNGA_0001,HDFCR220251104662516,51107.83,399.70,71.97,334.72,50301.44,2025-11-04T18:30:00+05:30,1
setl_mrch_T1RNGA_0002,HDFCN32025110482441423,9462.14,41.07,7.40,21.26,9280.73,2025-11-04T18:30:00+05:30,0
setl_mrch_T1RNGA_0003,865086087164,19002.37,81.86,14.74,127.33,18647.93,2025-11-04T18:30:00+05:30,0
setl_mrch_T1RNGA_0004,HDFCR520251104453586,77180.02,782.59,140.86,390.11,74059.05,2025-11-04T18:30:00+05:30,0
setl_mrch_T1RNGA_0005,HDFCN32025110402942745,71890.66,666.95,120.04,392.66,69082.96,2025-11-04T18:30:00+05:30,0
setl_mrch_T1RNGA_0006,NNJ71C9YJF9F5ZLU,24272.93,310.09,55.84,181.64,23725.36,2025-11-05T18:30:00+05:30,1
setl_mrch_T1RNGA_0007,HDFCN22025110668499249,31651.84,223.35,40.20,127.59,30769.25,2025-11-06T18:30:00+05:30,0
setl_mrch_T1RNGA_0008,496042897383,91688.05,720.04,129.60,668.57,88571.59,2025-11-06T18:30:00+05:30,0
setl_mrch_T1RNGA_0009,,117810.09,937.48,168.77,713.70,130194.92,2025-11-06T18:30:00+05:30,0
setl_mrch_T1RNGA_0010,HDFCN12025110620712633,118065.68,1149.10,206.84,459.36,122659.14,2025-11-06T18:30:00+05:30,0
setl_mrch_T1RNGA_0011,579709736573,68800.63,322.20,58.01,296.26,78814.74,2025-11-07T18:30:00+05:30,0
setl_mrch_T1RNGA_0012,,60499.86,456.03,82.09,399.49,58483.21,2025-11-07T18:30:00+05:30,0
setl_mrch_T1RNGA_0013,HDFCR820251110913867,7511.72,104.91,18.88,52.76,6347.28,2025-11-10T18:30:00+05:30,0
setl_mrch_T1RNGA_0014,HDFCN62025111066632571,47400.11,292.10,52.57,263.30,44530.37,2025-11-10T18:30:00+05:30,0
setl_mrch_T1RNGA_0015,HDFCN52025111047046486,173250.14,1422.62,256.09,823.50,193523.32,2025-11-10T18:30:00+05:30,0
setl_mrch_T1RNGA_0016,794130621215,105143.96,941.21,169.44,550.64,101587.82,2025-11-10T18:30:00+05:30,0
setl_mrch_T1RNGA_0017,HDFCR120251111051565,9379.70,58.06,10.46,38.87,20990.35,2025-11-11T18:30:00+05:30,0
setl_mrch_T1RNGA_0018,HDFCN32025111169445647,46465.15,447.58,80.56,195.80,42976.73,2025-11-11T18:30:00+05:30,0
setl_mrch_T1RNGA_0019,HDFCR120251111670716,70983.44,523.93,94.31,580.77,68539.64,2025-11-11T18:30:00+05:30,0
setl_mrch_T1RNGA_0020,951265824725,75266.93,691.71,124.52,448.52,72690.76,2025-11-11T18:30:00+05:30,0
setl_mrch_T1RNGA_0021,308510487613,46456.63,288.42,51.90,351.08,45127.12,2025-11-12T18:30:00+05:30,0
setl_mrch_T1RNGA_0022,819972982562,123477.38,923.58,166.22,759.19,118130.70,2025-11-12T18:30:00+05:30,0
setl_mrch_T1RNGA_0023,HDFCN72025111296920319,212073.83,1195.88,215.21,1038.79,201726.28,2025-11-12T18:30:00+05:30,0
setl_mrch_T1RNGA_0024,633582050489,166046.10,1539.86,277.18,851.73,157317.90,2025-11-12T18:30:00+05:30,0
setl_mrch_T1RNGA_0025,HDFCR820251113071210,22619.33,258.16,46.47,40.50,21677.63,2025-11-13T18:30:00+05:30,0
setl_mrch_T1RNGA_0026,HDFCN52025111326814381,27440.35,331.92,59.75,180.88,24815.25,2025-11-13T18:30:00+05:30,0
setl_mrch_T1RNGA_0027,HDFCR720251113054529,31919.85,228.15,41.07,195.78,25992.51,2025-11-13T18:30:00+05:30,0
setl_mrch_T1RNGA_0028,HDFCR120251113922883,56624.25,465.85,83.87,294.90,51283.79,2025-11-13T18:30:00+05:30,0
setl_mrch_T1RNGA_0029,LAQV5XHPCVP525NF,52536.90,806.23,145.13,405.17,51180.37,2025-11-14T18:30:00+05:30,1
