order_id,customer_id,amount,created_at_utc
order_0000000001,cust_0537,5754.71,2025-11-09T12:19:01+00:00
order_0000000002,cust_0563,166752.00,2025-11-14T10:30:02+00:00
order_0000000003,cust_0381,38403.51,2025-11-10T11:37:43+00:00
order_0000000004,cust_0083,34218.53,2025-11-15T14:07:48+00:00
order_0000000005,cust_0597,5362.48,2025-11-26T11:18:59+00:00
order_0000000006,cust_0802,3949.43,2025-11-09T06:07:46+00:00
order_0000000007,cust_0870,23048.00,2025-11-06T03:17:02+00:00
order_0000000008,cust_0334,33824.00,2025-11-16T16:31:54+00:00
order_0000000009,cust_0521,44454.76,2025-11-15T05:18:33+00:00
order_0000000010,cust_0356,27298.99,2025-11-10T18:25:11+00:00
order_0000000011,cust_0891,5270.08,2025-11-09T03:31:44+00:00
order_0000000012,cust_0664,22566.97,2025-11-20T22:09:04+00:00
order_0000000013,cust_0140,60360.24,2025-11-10T01:54:03+00:00
order_0000000014,cust_0322,98662.99,2025-11-26T00:26:03+00:00
order_0000000015,cust_0529,2014.93,2025-11-23T15:14:41+00:00
order_0000000016,cust_0576,3291.00,2025-11-21T17:02:40+00:00
order_0000000017,cust_0343,221262.00,2025-11-04T01:47:53+00:00
order_0000000018,cust_0651,28966.15,2025-11-29T03:39:06+00:00
order_0000000019,cust_0899,41436.00,2025-11-20T16:22:36+00:00
order_0000000020,cust_0060,185821.79,2025-11-24T17:54:17+00:00
order_0000000021,cust_0508,30649.18,2025-11-30T09:48:12+00:00
order_0000000022,cust_0065,4513.99,2025-11-22T17:28:57+00:00
order_0000000023,cust_0779,4610.83,2025-11-04T09:14:07+00:00
order_0000000024,cust_0421,41280.00,2025-11-04T15:11:22+00:00
order_0000000025,cust_0246,22609.00,2025-11-02T15:28:20+00:00
order_0000000026,cust_0232,3125.91,2025-11-08T14:37:48+00:00
order_0000000027,cust_0296,85476.48,2025-11-25T18:05:43+00:00
order_0000000028,cust_0702,5311.00,2025-11-25T08:49:01+00:00
order_0000000029,cust_0212,174586.00,2025-11-15T14:53:12+00:00
order_0000000030,cust_0407,40959.99,2025-11-30T17:40:25+00:00
order_0000000031,cust_0746,18298.99,2025-11-26T03:50:32+00:00
order_0000000032,cust_0002,2347.00,2025-11-06T17:45:22+00:00
order_0000000033,cust_0677,122220.99,2025-11-04T08:33:01+00:00
order_0000000034,cust_0382,175324.44,2025-11-28T15:12:25+00:00
order_0000000035,cust_0010,210113.00,2025-11-03T12:46:00+00:00
order_0000000036,cust_0862,19443.96,2025-11-04T10:46:41+00:00
order_0000000037,cust_0087,13513.20,2025-11-28T17:04:53+00:00
order_0000000038,cust_0431,12259.00,2025-11-21T10:42:03+00:00
order_0000000039,cust_0362,16101.00,2025-11-28T14:14:54+00:00
order_0000000040,cust_0319,14129.00,2025-11-13T11:23:33+00:00
order_0000000041,cust_0440,20730.86,2025-11-19T07:48:51+00:00
order_0000000042,cust_0032,43612.00,2025-11-05T05:29:03+00:00
order_0000000043,cust_0889,17780.91,2025-11-30T05:51:43+00:00
order_0000000044,cust_0051,2390.55,2025-11-15T09:40:25+00:00
order_0000000045,cust_0524,186300.72,2025-11-05T17:53:48+00:00
order_0000000046,cust_0830,10192.00,2025-11-19T18:45:22+00:00
order_0000000047,cust_0881,7751.00,2025-11-22T11:33:27+00:00
order_0000000048,cust_0421,6559.89,2025-11-04T04:43:33+00:00
order_0000000049,cust_0011,212797.50,2025-11-02T17:16:19+00:00
order_0000000050,cust_0288,142889.73,2025-11-21T07:27:16+00:00
order_0000000051,cust_0816,16377.99,2025-11-30T07:45:56+00:00
order_0000000052,cust_0698,2013.03,2025-11-05T14:20:55+00:00
order_0000000053,cust_0841,20152.99,2025-11-06T12:39:48+00:00
order_0000000054,cust_0274,4642.52,2025-11-14T04:49:17+00:00
order_0000000055,cust_0271,5550.00,2025-11-19T10:34:57+00:00
order_0000000056,cust_0754,17944.37,2025-11-16T16:32:54+00:00
order_0000000057,cust_0255,12963.36,2025-11-11T20:27:42+00:00
order_0000000058,cust_0053,6953.03,2025-11-03T02:51:33+00:00
order_0000000059,cust_0828,158950.00,2025-11-06T07:32:52+00:00
order_0000000060,cust_0013,3500.45,2025-11-15T16:01:31+00:00
order_0000000061,cust_0488,8260.99,2025-11-01T16:40:44+00:00
order_0000000062,cust_0331,23574.00,2025-11-03T15:33:39+00:00
order_0000000063,cust_0237,7055.32,2025-11-30T12:26:24+00:00
order_0000000064,cust_0308,37026.99,2025-11-02T11:58:19+00:00
order_0000000065,cust_0094,234451.44,2025-11-16T01:18:58+00:00
order_0000000066,cust_0357,23595.67,2025-11-09T18:59:08+00:00
order_0000000067,cust_0680,160236.31,2025-11-24T11:06:12+00:00
order_0000000068,cust_0579,3891.99,2025-11-23T02:28:34+00:00
