bank_txn_id,value_date,amount,narration
bnk_000000000001,2025-11-03,520837.13,RTGS CR ICICR520251103425964 RZPY SOFTWARE SETTLMNT//89397
bnk_000000000002,2025-11-04,518614.79,CMS/CR/ICIC/D561QYFDZXHTKQUI/RAZORPAYSOF/MERCHANT SETTLEMENT
bnk_000000000003,2025-11-04,1550443.18,RTGS CR ICICR620251104173327 RZP SETTLEMENT SETTLMNT
bnk_000000000004,2025-11-06,-1550443.18,NEFT RETURN DR ICICR620251104173327 BENEFICIARY A/C CLOSED
bnk_000000000005,2025-11-06,1550443.18,RTGS CR ICICR7 20251104806221 RZP SETTLEMENT SETTLMNT
bnk_000000000006,2025-11-06,953524.66,NEFT-ICICN62025110644016584-RAZORPAYSOFTWAREP-ICIC-SETTLEMENT
bnk_000000000007,2025-11-06,58357.77,NEFT--RAZORPAY  SOFT  PVT  L-ICIC-SETTLEMENT
bnk_000000000008,2025-11-06,2663050.80,NEFT ICICN42025110610546208 RAZORPAYSOFTWAREP ICIC SETTLEMENT
bnk_000000000086,2025-11-06,5415.86,ROLLING RESERVE REL/ICICN320251106326/
bnk_000000000009,2025-11-07,708269.25,RAZORPAYSOF SETTLEMENT CREDIT
bnk_000000000010,2025-11-07,2108469.30,RTGS CR ICICR5202511076938 RAZORPAYSOF SETTLMNT
bnk_000000000084,2025-11-07,15099.56,RESERVE RELEASE CR ICICN720 25110739217459 RAZORPAY SOFTWARE PRIVATE LIMITED//277521
bnk_000000000011,2025-11-10,471206.33,NEFT/ICICN1202S1110477Z9650/RAZORPAY SOFT PVT L/ICIC/SETTLEMENT//934
bnk_000000000012,2025-11-10,3137793.51,RZPY SOFTWARE SETTLEMENT CREDIT
bnk_000000000057,2025-11-10,-3179.99,REFUND  RECOVERY  rfnd_000000000028  RAZORPAYSOFTWAREP
bnk_000000000013,2025-11-11,251745.58,RTGS CR ICICR820251111604 RAZORPAYSOF SETTLMNT
bnk_000000000014,2025-11-11,1582200.96,RTGS CR ICICR7202511119758 RAZORPAY SO
bnk_000000000048,2025-11-11,-99167.51,DEBIT/rfnd_000000000008/REFUND ADJ/RAZ
