payment_id,order_id,amount,method,status,created_at_ist
pay_00000000000001,order_0000000001,5754.71,wallet,captured,2025-11-09T18:01:28+05:30
pay_00000000000002,order_0000000002,166752.00,netbanking,captured,2025-11-14T16:01:38+05:30
pay_00000000000003,order_0000000003,38403.51,wallet,failed,2025-11-10T17:19:21+05:30
pay_00000000000004,order_0000000004,34218.53,netbanking,captured,2025-11-15T19:51:46+05:30
pay_00000000000005,order_0000000005,5362.48,netbanking,captured,2025-11-26T17:01:22+05:30
pay_00000000000006,order_0000000006,3949.43,netbanking,captured,2025-11-09T11:47:25+05:30
pay_00000000000007,order_0000000007,23048.00,netbanking,captured,2025-11-06T08:47:38+05:30
pay_00000000000008,order_0000000008,33824.00,netbanking,captured,2025-11-16T22:12:23+05:30
pay_00000000000009,order_0000000009,44454.76,card,captured,2025-11-15T10:56:20+05:30
pay_00000000000010,order_0000000010,27298.99,upi,captured,2025-11-10T23:59:38+05:30
pay_00000000000011,order_0000000011,5270.08,netbanking,captured,2025-11-09T09:08:46+05:30
pay_00000000000012,order_0000000012,22566.97,netbanking,captured,2025-11-21T03:45:56+05:30
pay_00000000000013,order_0000000013,60360.24,wallet,captured,2025-11-10T07:28:43+05:30
pay_00000000000014,order_0000000014,98662.99,card,captured,2025-11-26T06:02:15+05:30
pay_00000000000015,order_0000000015,2014.93,wallet,captured,2025-11-23T20:46:15+05:30
pay_00000000000016,order_0000000016,3291.00,netbanking,captured,2025-11-21T22:44:27+05:30
pay_00000000000017,order_0000000017,221262.00,netbanking,captured,2025-11-04T07:24:17+05:30
pay_00000000000018,order_0000000018,28966.15,netbanking,captured,2025-11-29T09:11:32+05:30
pay_00000000000019,order_0000000019,41436.00,netbanking,captured,2025-11-20T22:00:56+05:30
pay_00000000000020,order_0000000020,185821.79,card,captured,2025-11-24T23:31:02+05:30
pay_00000000000021,order_0000000021,30649.18,netbanking,captured,2025-11-30T15:28:22+05:30
pay_00000000000022,order_0000000022,4513.99,upi,captured,2025-11-22T23:10:34+05:30
pay_00000000000023,order_0000000023,4610.83,wallet,failed,2025-11-04T14:49:44+05:30
pay_00000000000024,order_0000000024,41280.00,netbanking,captured,2025-11-04T20:41:54+05:30
pay_00000000000025,order_0000000025,22609.00,netbanking,captured,2025-11-02T20:59:32+05:30
pay_00000000000026,order_0000000026,3125.91,upi,captured,2025-11-08T20:08:31+05:30
pay_00000000000027,order_0000000027,85476.48,netbanking,failed,2025-11-25T23:47:51+05:30
pay_00000000000028,order_0000000028,5311.00,wallet,captured,2025-11-25T14:20:27+05:30
pay_00000000000029,order_0000000029,174586.00,netbanking,captured,2025-11-15T20:24:29+05:30
pay_00000000000030,order_0000000030,40959.99,wallet,failed,2025-11-30T23:20:28+05:30
pay_00000000000031,order_0000000031,18298.99,netbanking,captured,2025-11-26T09:35:17+05:30
pay_00000000000032,order_0000000032,2347.00,card,captured,2025-11-06T23:26:34+05:30
pay_00000000000033,order_0000000033,122220.99,netbanking,captured,2025-11-04T14:04:08+05:30
pay_00000000000034,order_0000000034,175324.44,netbanking,captured,2025-11-28T20:56:20+05:30
pay_00000000000035,order_0000000035,210113.00,card,failed,2025-11-03T18:20:57+05:30
pay_00000000000036,order_0000000036,19443.96,netbanking,captured,2025-11-04T16:27:52+05:30
pay_00000000000037,order_0000000037,13513.20,card,captured,2025-11-28T22:40:44+05:30
pay_00000000000038,order_0000000038,12259.00,wallet,captured,2025-11-21T16:25:08+05:30
pay_00000000000039,order_0000000039,16101.00,card,captured,2025-11-28T19:57:25+05:30
pay_00000000000040,order_0000000040,14129.00,netbanking,captured,2025-11-13T17:04:36+05:30
pay_00000000000041,order_0000000041,20730.86,netbanking,captured,2025-11-19T13:22:31+05:30
pay_00000000000042,order_0000000042,43612.00,wallet,captured,2025-11-05T11:11:26+05:30
pay_00000000000043,order_0000000043,17780.91,netbanking,captured,2025-11-30T11:26:36+05:30
pay_00000000000044,order_0000000044,2390.55,netbanking,captured,2025-11-15T15:15:09+05:30
pay_00000000000045,order_0000000045,186300.72,card,captured,2025-11-05T23:35:35+05:30
pay_00000000000046,order_0000000046,10192.00,upi,captured,2025-11-20T00:29:32+05:30
pay_00000000000047,order_0000000047,7751.00,netbanking,captured,2025-11-22T17:11:09+05:30
pay_00000000000048,order_0000000048,6559.89,netbanking,captured,2025-11-04T10:27:04+05:30
pay_00000000000049,order_0000000049,212797.50,netbanking,captured,2025-11-02T23:00:54+05:30
pay_00000000000050,order_0000000050,142889.73,wallet,captured,2025-11-21T12:58:23+05:30
pay_00000000000051,order_0000000051,16377.99,upi,captured,2025-11-30T13:29:26+05:30
pay_00000000000052,order_0000000052,2013.03,card,captured,2025-11-05T19:51:38+05:30
pay_00000000000053,order_0000000053,20152.99,card,captured,2025-11-06T18:10:23+05:30
pay_00000000000054,order_0000000054,4642.52,netbanking,captured,2025-11-14T10:22:45+05:30
pay_00000000000055,order_0000000055,5550.00,netbanking,captured,2025-11-19T16:07:41+05:30
pay_00000000000056,order_0000000056,17944.37,card,captured,2025-11-16T22:13:18+05:30
