order_id,customer_id,amount,created_at_utc
ord_d01,cust_d01,10000.00,2025-12-01T05:30:00
ord_d02,cust_d02,5000.00,2025-12-01T05:30:00
ord_d03,cust_d03,60000.00,2025-12-02T05:30:00
ord_d04,cust_d04,40000.00,2025-12-02T05:30:00
ord_d05,cust_d05,20000.00,2025-12-03T05:30:00
ord_d06,cust_d06,8000.00,2025-12-03T05:30:00
ord_d07,cust_d07,50000.00,2025-12-04T05:30:00
ord_d08,cust_d08,25000.00,2025-12-08T05:30:00
ord_d09,cust_d09,7000.00,2025-12-08T05:30:00
ord_d10,cust_d10,25000.00,2025-12-05T05:30:00
ord_d11,cust_d11,9000.00,2025-12-05T05:30:00
ord_d12,cust_d12,12000.00,2025-12-09T05:30:00
ord_d13,cust_d13,30000.00,2025-12-10T05:30:00
ord_d14,cust_d14,200000.00,2025-12-11T05:30:00
ord_d15,cust_d15,9000.00,2025-12-15T05:30:00
ord_d16,cust_d16,5000.00,2025-12-16T05:30:00
ord_d17,cust_d17,16000.00,2025-12-17T05:30:00
