order_id,customer_id,amount,created_at_utc
order_0000000001,cust_0263,436.66,2025-11-15T09:04:09+00:00
order_0000000002,cust_0340,1967.00,2025-11-24T13:42:00+00:00
order_0000000003,cust_0184,736.00,2025-11-28T14:19:31+00:00
order_0000000004,cust_0255,313.00,2025-11-30T02:38:30+00:00
order_0000000005,cust_0462,669.99,2025-11-12T02:41:45+00:00
order_0000000006,cust_0598,14121.92,2025-11-07T14:43:39+00:00
order_0000000007,cust_0522,873.79,2025-11-22T14:13:27+00:00
order_0000000008,cust_0699,725.22,2025-11-22T06:49:29+00:00
order_0000000009,cust_0310,348.75,2025-11-17T08:42:29+00:00
order_0000000010,cust_0341,909.00,2025-11-10T15:20:22+00:00
order_0000000011,cust_0418,561.99,2025-11-19T11:15:15+00:00
order_0000000012,cust_0543,3131.80,2025-11-22T07:52:55+00:00
order_0000000013,cust_0726,398.99,2025-11-29T00:27:37+00:00
order_0000000014,cust_0189,2208.59,2025-11-03T04:27:09+00:00
order_0000000015,cust_0712,332.99,2025-11-12T07:52:12+00:00
order_0000000016,cust_0666,587.00,2025-11-04T06:02:52+00:00
order_0000000017,cust_0317,333.88,2025-11-22T01:17:22+00:00
order_0000000018,cust_0849,1212.99,2025-11-22T08:28:11+00:00
order_0000000019,cust_0011,566.00,2025-11-24T07:40:49+00:00
order_0000000020,cust_0100,440.94,2025-11-06T06:16:26+00:00
order_0000000021,cust_0731,578.99,2025-11-08T13:36:00+00:00
order_0000000022,cust_0767,471.73,2025-11-26T15:26:09+00:00
order_0000000023,cust_0405,923.25,2025-11-12T06:41:56+00:00
order_0000000024,cust_0046,1896.00,2025-11-08T03:51:03+00:00
order_0000000025,cust_0002,819.33,2025-11-13T05:54:29+00:00
order_0000000026,cust_0261,629.00,2025-11-18T13:34:28+00:00
order_0000000027,cust_0151,191.99,2025-11-12T21:30:26+00:00
order_0000000028,cust_0436,803.70,2025-11-12T03:47:35+00:00
order_0000000029,cust_0608,248.40,2025-11-05T08:44:18+00:00
order_0000000030,cust_0508,837.08,2025-11-01T15:50:34+00:00
order_0000000031,cust_0407,167.79,2025-11-23T17:20:13+00:00
order_0000000032,cust_0032,434.13,2025-11-03T09:45:28+00:00
order_0000000033,cust_0254,783.00,2025-11-01T03:04:01+00:00
order_0000000034,cust_0045,339.98,2025-11-27T03:26:58+00:00
order_0000000035,cust_0113,819.84,2025-11-10T13:39:31+00:00
order_0000000036,cust_0339,269.10,2025-11-21T18:19:42+00:00
order_0000000037,cust_0514,821.34,2025-11-08T09:41:08+00:00
