bank_txn_id,true_utr,corruption_ops,kind,reference_entity,utr_survives_verbatim
bnk_000000000001,807646529245,whitespace_noise|field_truncated_38,payout_credit,setl_T2RNGB_0001,1
bnk_000000000002,845673907656,split_utr|separator_swap,payout_credit,setl_T2RNGB_0002,0
bnk_000000000003,HDFCR920251104829304,drop_utr|separator_swap,payout_credit,setl_T2RNGB_0003,0
bnk_000000000004,HDFCN52025110439801520,,payout_credit,setl_T2RNGB_0004,1
bnk_000000000005,HDFCN92025110687555544,charswap_utr:3,payout_credit,setl_T2RNGB_0005,0
bnk_000000000006,L7LXCGVDSEEL2G5I,no_utr_in_source,payout_credit,setl_T2RNGB_0006,0
bnk_000000000007,HDFCN22025110648978037,charswap_utr:2,payout_credit,setl_T2RNGB_0007,0
bnk_000000000008,230545893638,,payout_credit,setl_T2RNGB_0008,1
bnk_000000000009,ARKHX0TFSAPMDUSM,no_utr_in_source,payout_credit,setl_T2RNGB_0009,0
bnk_000000000010,626237216473,drop_utr,payout_credit,setl_T2RNGB_0010,0
bnk_000000000011,225290376154,junk_suffix,payout_credit,setl_T2RNGB_0011,1
bnk_000000000012,HDFCR420251107890488,failed_payout_original,payout_credit_reversed,setl_T2RNGB_0012,1
bnk_000000000013,HDFCR420251107890488,payout_return,payout_return,setl_T2RNGB_0012,1
bnk_000000000014,HDFCR820251107398362,field_truncated_38|retry_new_utr,payout_credit,setl_T2RNGB_0012,1
bnk_000000000015,HDFCR420251110676114,case_flip,payout_credit,setl_T2RNGB_0013,0
bnk_000000000016,HDFCN12025111049242267,field_truncated_38,payout_credit,setl_T2RNGB_0014,1
bnk_000000000017,HDFCR620251110983089,truncate_utr:5|separator_swap,payout_credit,setl_T2RNGB_0015,0
bnk_000000000018,430161679196,drop_utr,payout_credit,setl_T2RNGB_0016,0
bnk_000000000019,011021921156,truncate_utr:2,payout_credit,setl_T2RNGB_0017,0
bnk_000000000020,908268000222,field_truncated_38,payout_credit,setl_T2RNGB_0018,1
bnk_000000000021,005708218020,,payout_credit,setl_T2RNGB_0019,1
bnk_000000000022,HDFCR320251111045662,drop_utr|whitespace_noise,payout_credit,setl_T2RNGB_0020,0
bnk_000000000023,HDFCR920251112435165,split_utr|separator_swap,payout_credit,setl_T2RNGB_0021,0
bnk_000000000024,U6CPMY42GPV9XWP3,no_utr_in_source,payout_credit,setl_T2RNGB_0022,0
bnk_000000000025,HDFCN42025111287254316,,payout_credit,setl_T2RNGB_0023,1
bnk_000000000026,HDFCN62025111223060571,split_utr|whitespace_noise,payout_credit,setl_T2RNGB_0024,0
bnk_000000000027,HDFCR220251113545870,,payout_credit,setl_T2RNGB_0025,1
bnk_000000000028,974346166667,truncate_utr:5|junk_suffix,payout_credit,setl_T2RNGB_0026,0
bnk_000000000029,HDFCN62025111330950173,truncate_utr:5|separator_swap,payout_credit,setl_T2RNGB_0027,0
bnk_000000000030,740987805521,truncate_utr:2|junk_suffix,payout_credit,setl_T2RNGB_0028,0
bnk_000000000031,HDFCN12025111534525485,junk_suffix,payout_credit,setl_T2RNGB_0029,1
bnk_000000000032,298977842241,case_flip,payout_credit,setl_T2RNGB_0030,1
bnk_000000000033,037457528962,junk_suffix,payout_credit,setl_T2RNGB_0031,1
bnk_000000000034,HDFCN92025111554884299,drop_utr,payout_credit,setl_T2RNGB_0032,0
bnk_000000000035,HDFCR520251117999471,,payout_credit,setl_T2RNGB_0033,1
bnk_000000000036,702011556390,whitespace_noise,payout_credit,setl_T2RNGB_0034,1
bnk_000000000037,HDFCR120251117101394,,payout_credit,setl_T2RNGB_0035,1
bnk_000000000038,777966987483,field_truncated_38,payout_credit,setl_T2RNGB_0036,1
bnk_000000000039,982270268540,whitespace_noise,payout_credit,setl_T2RNGB_0037,1
bnk_000000000040,HDFCR220251118756745,truncate_utr:2|separator_swap|junk_suffix|whitespace_noise|field_truncated_38,payout_credit,setl_T2RNGB_0038,0
bnk_000000000041,HDFCN42025111895502988,drop_utr,payout_credit,setl_T2RNGB_0039,0
bnk_000000000042,HDFCR320251118091869,truncate_utr:2|junk_suffix|case_flip,payout_credit,setl_T2RNGB_0040,0
bnk_000000000043,HDFCN72025111868158353,charswap_utr:1|case_flip,payout_credit,setl_T2RNGB_0041,0
bnk_000000000044,HDFCN92025111980356592,charswap_utr:2|separator_swap,payout_credit,setl_T2RNGB_0042,0
bnk_000000000045,HDFCN32025111926823953,separator_swap|whitespace_noise,payout_credit,setl_T2RNGB_0043,1
bnk_000000000046,430979701451,field_truncated_38,payout_credit,setl_T2RNGB_0044,1
bnk_000000000047,DZW0XQ901HVTASWD,no_utr_in_source,payout_credit,setl_T2RNGB_0045,0
bnk_000000000048,HDFCN52025111933073665,drop_utr|junk_suffix,payout_credit,setl_T2RNGB_0046,0
bnk_000000000049,HDFCR420251120612461,,payout_credit,setl_T2RNGB_0047,1
bnk_000000000050,HDFCN92025112001698858,charswap_utr:2|whitespace_noise,payout_credit,setl_T2RNGB_0048,0
bnk_000000000051,HDFCR720251120985271,,payout_credit,setl_T2RNGB_0049,1
